state,date,total_enrolment,monthly_growth,child_ratio,youth_ratio,adult_ratio,demo_update_pressure,biometric_update_pressure
Bihar,2025-10-20,2933,0.9095234787240098,0.36795475878973904,0.6258115364680334,0.006233704742227469,2617.0,0.0
Bihar,2025-10-21,1242,0.5075672250905896,0.3173851849085494,0.6795543034328081,0.0030605116586424996,2168.0,0.0
Bihar,2025-10-22,19,0.09375,0.375,0.46875,0.15625,219.0,0.0
Bihar,2025-10-23,117,0.25436953807740326,0.12921348314606743,0.09550561797752809,0.7752808988764045,577.0,0.0
Bihar,2025-10-24,5338,0.9440635057793386,0.42605348046680985,0.5461807417426525,0.027765777790537644,10883.0,0.0
Bihar,2025-10-25,5670,1.2931336305294017,0.46425607524078605,0.5302548296502034,0.005489095109010529,0.0,0.0
Bihar,2025-10-26,3966,0.9879282173201516,0.29583084873927384,0.6886702180469043,0.015498933213821836,9278.0,0.0
Chandigarh,2025-04-01,117,0.0,0.7350427350427351,0.1794871794871795,0.08547008547008547,6663.0,7921.0
Chandigarh,2025-09-01,19,0.16737891737891739,0.9791666666666666,0.020833333333333332,0.0,78.0,290.0
Chandigarh,2025-09-02,20,0.3939393939393939,0.9545454545454546,0.045454545454545456,0.0,99.0,180.0
Chandigarh,2025-09-03,15,0.6785714285714286,0.9285714285714286,0.07142857142857142,0.0,155.0,157.0
Chandigarh,2025-09-04,34,0.5216666666666667,0.8275,0.1525,0.02,180.0,273.0
Chandigarh,2025-09-05,39,0.5777056277056277,0.9112554112554112,0.08874458874458874,0.0,98.0,232.0
Chandigarh,2025-09-06,35,0.5413756613756614,0.8285714285714286,0.1714285714285714,0.0,79.0,148.0
Chandigarh,2025-09-07,16,0.2037037037037037,1.0,0.0,0.0,49.0,61.0
Chandigarh,2025-09-08,45,0.5686507936507937,0.9083333333333333,0.09166666666666666,0.0,123.0,130.0
Chandigarh,2025-09-09,46,1.0155677655677655,0.9633699633699634,0.036630036630036625,0.0,193.0,270.0
Chandigarh,2025-09-10,48,1.0433333333333334,0.7866666666666667,0.21333333333333332,0.0,119.0,308.0
Chandigarh,2025-09-11,47,0.45796703296703295,0.881868131868132,0.11813186813186813,0.0,27.0,279.0
Chandigarh,2025-09-12,36,0.6596153846153846,0.8974358974358974,0.10256410256410256,0.0,142.0,230.0
Chandigarh,2025-09-13,34,0.755952380952381,0.9821428571428571,0.017857142857142856,0.0,7.0,158.0
Chandigarh,2025-09-14,16,0.14074074074074072,0.8148148148148148,0.18518518518518517,0.0,48.0,96.0
Chandigarh,2025-09-15,32,2.026984126984127,0.9412698412698413,0.05873015873015873,0.0,63.0,289.0
Chandigarh,2025-09-16,40,0.7673992673992674,0.8760683760683761,0.12393162393162394,0.0,69.0,268.0
Chandigarh,2025-09-17,47,0.30881834215167553,0.9717813051146386,0.02821869488536155,0.0,63.0,260.0
Chandigarh,2025-09-18,34,0.282034632034632,0.9125541125541126,0.08744588744588744,0.0,71.0,270.0
Chandigarh,2025-09-19,38,0.8880952380952382,0.9142857142857144,0.08571428571428572,0.0,69.0,247.0
Chandigarh,2025-09-20,33,1.0809027777777778,0.953125,0.046875,0.0,6.0,0.0
Chandigarh,2025-09-21,4,-0.125,0.75,0.25,0.0,0.0,0.0
Chandigarh,2025-09-22,19,0.2333333333333333,0.9,0.1,0.0,0.0,0.0
Chandigarh,2025-09-23,39,0.9971428571428571,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0
Chandigarh,2025-09-24,41,0.8712962962962963,0.9699074074074074,0.03009259259259259,0.0,0.0,0.0
Chandigarh,2025-09-25,29,0.8571428571428571,0.8846153846153846,0.11538461538461539,0.0,0.0,0.0
Chandigarh,2025-09-26,32,0.21785714285714286,0.9226190476190476,0.07738095238095238,0.0,0.0,0.0
Chandigarh,2025-09-27,10,0.16666666666666666,0.75,0.25,0.0,0.0,0.0
Chandigarh,2025-09-28,2,0.0,0.5,0.5,0.0,0.0,0.0
Chandigarh,2025-09-29,6,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0
Chandigarh,2025-10-13,32,0.3858974358974359,0.8794871794871795,0.12051282051282051,0.0,11.0,0.0
Chandigarh,2025-10-15,30,0.42333333333333334,0.9016666666666666,0.09833333333333334,0.0,40.0,0.0
Chandigarh,2025-10-16,13,0.7000000000000001,0.7999999999999999,0.19999999999999998,0.0,96.0,0.0
Chandigarh,2025-10-17,58,0.5808956916099773,0.8965419501133786,0.10345804988662131,0.0,51.0,0.0
Chandigarh,2025-10-18,26,0.641156462585034,0.9591836734693878,0.04081632653061224,0.0,96.0,0.0
Chandigarh,2025-10-19,26,-0.15208333333333335,0.8958333333333334,0.10416666666666666,0.0,27.0,0.0
Chandigarh,2025-10-20,1,0.0,1.0,0.0,0.0,3.0,0.0
Chandigarh,2025-10-21,2,0.0,1.0,0.0,0.0,8.0,0.0
Chandigarh,2025-10-24,19,0.2583333333333333,0.9333333333333333,0.06666666666666667,0.0,42.0,0.0
Chandigarh,2025-10-25,20,0.625,1.0,0.0,0.0,0.0,0.0
Chandigarh,2025-10-26,10,-0.02380952380952382,1.0,0.0,0.0,11.0,0.0
Chhattisgarh,2025-03-27,260,-0.2,0.4344444444444444,0.18888888888888888,0.37666666666666665,0.0,0.0
Chhattisgarh,2025-04-01,1745,0.686623558888448,0.7198417907024576,0.15601214562887789,0.12414606366866458,22116.0,287729.0
Chhattisgarh,2025-05-01,1406,0.02832450290250721,0.6204208834071263,0.23058864002590285,0.14899047656697087,26586.0,266716.0
Chhattisgarh,2025-06-01,1263,0.13186570395252223,0.4583791561294816,0.34908777354244785,0.19253307032807052,146870.0,359914.0
Chhattisgarh,2025-07-01,7587,0.640447324582828,0.6458465546817359,0.2884892870823677,0.06566415823589634,66052.0,346567.0
Chhattisgarh,2025-09-01,1378,1.035036197303782,0.8241219914539242,0.17141894421859039,0.00445906432748538,5259.0,12543.0
Chhattisgarh,2025-09-02,1432,0.8470503945984623,0.8207883200094687,0.1765823696457037,0.002629310344827586,4500.0,7663.0
Chhattisgarh,2025-09-03,1271,1.051467951554823,0.8159197784215574,0.17672728040197205,0.007352941176470588,4459.0,9720.0
Chhattisgarh,2025-09-04,989,0.863996056166604,0.7898652493042722,0.1964589167257763,0.013675833969951616,5424.0,10871.0
Chhattisgarh,2025-09-05,467,0.7524808657615295,0.8195088739384419,0.1758337740988169,0.004657351962741184,1298.0,3138.0
Chhattisgarh,2025-09-06,1139,0.9720246867629972,0.8524818720431124,0.14323617802276375,0.004281949934123848,3574.0,7998.0
Chhattisgarh,2025-09-07,173,0.5114284739284739,0.8833708708708709,0.11662912912912914,0.0,689.0,1689.0
Chhattisgarh,2025-09-08,1801,1.08303627812442,0.7945089439434614,0.19338126269674524,0.012109793359793359,6530.0,12449.0
Chhattisgarh,2025-09-09,1953,1.1619468688899224,0.8686122119484834,0.12412403901369087,0.007263749037825846,4973.0,13908.0
Chhattisgarh,2025-09-10,1576,1.1975160161082785,0.8355141860864905,0.15478814275750502,0.00969767115600449,4927.0,15355.0
Chhattisgarh,2025-09-11,1293,0.9592102487975023,0.8128074955912231,0.18371036155163392,0.0034821428571428573,1918.0,12268.0
Chhattisgarh,2025-09-12,1712,1.1813252009265311,0.830691108254817,0.16361890774124557,0.005689984003937492,2458.0,13412.0
Chhattisgarh,2025-09-13,1231,1.232242778976859,0.8362679249390942,0.1594529869403543,0.004279088120551535,1809.0,10349.0
Chhattisgarh,2025-09-14,240,0.8418071715865832,0.8837412587412588,0.11057692307692307,0.005681818181818182,706.0,2313.0
Chhattisgarh,2025-09-15,834,0.7645581464837554,0.7534425339856544,0.23200528569521328,0.014552180319132262,5244.0,11913.0
Chhattisgarh,2025-09-16,1310,0.8865166410926678,0.8248359709226267,0.1667013510675132,0.008462678009860064,5340.0,13189.0
Chhattisgarh,2025-09-17,1148,0.994986291037844,0.8263464484068233,0.1673125276204026,0.006341023972774135,3134.0,11672.0
Chhattisgarh,2025-09-18,1347,1.0343838520482895,0.8477892595342967,0.14779084596410638,0.004419894501596952,5867.0,12842.0
Chhattisgarh,2025-09-19,1279,0.9540733461478443,0.8291040022848623,0.16585294728463343,0.005043050430504305,4564.0,12242.0
Chhattisgarh,2025-09-20,1008,0.8325695478469823,0.8334599056778365,0.16636862655810322,0.00017146776406035664,1788.0,0.0
Chhattisgarh,2025-09-21,50,0.306547619047619,0.755952380952381,0.24404761904761904,0.0,0.0,0.0
Chhattisgarh,2025-09-22,970,0.8539602479859159,0.813617574924542,0.18544534341548485,0.0009370816599732262,0.0,0.0
Chhattisgarh,2025-09-23,1090,0.8764095701761866,0.8323279206397509,0.1571392416898649,0.010532837670384137,0.0,0.0
Chhattisgarh,2025-09-24,875,0.8821155529033458,0.8076378366822309,0.18351357253778228,0.008848590779986891,0.0,0.0
Chhattisgarh,2025-09-25,1102,0.9230414295508934,0.8611156340284893,0.13427578011292476,0.004608585858585858,0.0,0.0
Chhattisgarh,2025-09-26,797,0.7910877389093156,0.8311906281823294,0.16333006550848872,0.0054793063091818275,0.0,0.0
Chhattisgarh,2025-09-27,186,0.4007256894049347,0.9342767295597484,0.0610062893081761,0.0047169811320754715,0.0,0.0
Chhattisgarh,2025-09-28,31,0.27424242424242423,0.8863636363636364,0.06818181818181818,0.045454545454545456,0.0,0.0
Chhattisgarh,2025-09-29,116,0.19480519480519481,0.7673160173160174,0.2326839826839827,0.0,0.0,0.0
Chhattisgarh,2025-09-30,7,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
Chhattisgarh,2025-10-13,1464,1.049177422040688,0.8578529518427437,0.1353210800030811,0.006825968154175242,2117.0,0.0
Chhattisgarh,2025-10-15,1121,1.0750747624806596,0.8159068960902358,0.1822548686156465,0.001838235294117647,2999.0,0.0
Chhattisgarh,2025-10-16,555,0.6142624602743973,0.821811293698163,0.17818870630183706,0.0,2045.0,0.0
Chhattisgarh,2025-10-17,2461,1.4443548576191385,0.8350134882977638,0.1548473520747724,0.01013915962746372,2254.0,0.0
Chhattisgarh,2025-10-18,1056,0.9424142067704248,0.8179883765131928,0.17741603525151317,0.004595588235294118,2762.0,0.0
Chhattisgarh,2025-10-19,828,0.7456636245933339,0.8079064039858999,0.191554221688318,0.0005393743257820927,958.0,0.0
Chhattisgarh,2025-10-20,206,0.4286304604486423,0.8268398268398268,0.17316017316017315,0.0,243.0,0.0
Chhattisgarh,2025-10-21,78,0.10833333333333334,0.8486111111111111,0.1513888888888889,0.0,346.0,0.0
Chhattisgarh,2025-10-22,1,0.0,1.0,0.0,0.0,41.0,0.0
Chhattisgarh,2025-10-23,7,0.3,0.4,0.0,0.6,114.0,0.0
Chhattisgarh,2025-10-24,575,0.7654293827087945,0.8073892474627768,0.155017082590612,0.037593669946611126,1763.0,0.0
Chhattisgarh,2025-10-25,723,1.0077511359374105,0.8366319773182519,0.16336802268174816,0.0,0.0,0.0
Chhattisgarh,2025-10-26,336,0.38751340626340625,0.823493135993136,0.17650686400686402,0.0,3335.0,0.0
Dadra & Nagar Haveli,2025-09-01,1,0.0,1.0,0.0,0.0,0.0,10.0
Dadra & Nagar Haveli,2025-09-02,1,0.0,1.0,0.0,0.0,3.0,6.0
Dadra & Nagar Haveli,2025-09-03,1,0.0,1.0,0.0,0.0,3.0,6.0
Dadra & Nagar Haveli,2025-09-05,1,0.0,0.0,1.0,0.0,0.0,1.0
Dadra & Nagar Haveli,2025-09-06,1,0.0,0.0,1.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2025-09-08,1,0.0,1.0,0.0,0.0,1.0,5.0
Dadra & Nagar Haveli,2025-09-09,1,0.0,1.0,0.0,0.0,2.0,5.0
Dadra & Nagar Haveli,2025-09-10,1,0.0,1.0,0.0,0.0,3.0,3.0
Dadra & Nagar Haveli,2025-09-13,1,0.0,1.0,0.0,0.0,0.0,10.0
Dadra & Nagar Haveli,2025-09-16,1,0.0,1.0,0.0,0.0,2.0,6.0
Dadra & Nagar Haveli,2025-09-22,1,0.0,1.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2025-10-15,1,0.0,1.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,2025-10-18,1,0.0,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-01,16,6.5,1.0,0.0,0.0,5.0,198.0
Dadra and Nagar Haveli,2025-09-02,16,-0.4203296703296703,0.8846153846153846,0.11538461538461539,0.0,15.0,207.0
Dadra and Nagar Haveli,2025-09-03,21,2.3583333333333334,1.0,0.0,0.0,0.0,216.0
Dadra and Nagar Haveli,2025-09-04,7,2.5,0.9166666666666667,0.08333333333333333,0.0,76.0,171.0
Dadra and Nagar Haveli,2025-09-05,2,-0.4166666666666667,1.0,0.0,0.0,23.0,53.0
Dadra and Nagar Haveli,2025-09-06,2,1.0,1.0,0.0,0.0,52.0,91.0
Dadra and Nagar Haveli,2025-09-08,19,1.5119047619047619,0.5595238095238095,0.4166666666666667,0.023809523809523808,21.0,256.0
Dadra and Nagar Haveli,2025-09-09,25,4.6381578947368425,0.9868421052631579,0.013157894736842105,0.0,12.0,349.0
Dadra and Nagar Haveli,2025-09-10,17,1.246031746031746,0.42857142857142855,0.5714285714285715,0.0,15.0,295.0
Dadra and Nagar Haveli,2025-09-11,30,1.5,0.9666666666666667,0.03333333333333333,0.0,8.0,395.0
Dadra and Nagar Haveli,2025-09-12,19,3.2817307692307693,0.9615384615384616,0.038461538461538464,0.0,0.0,480.0
Dadra and Nagar Haveli,2025-09-13,11,2.1203703703703702,1.0,0.0,0.0,0.0,233.0
Dadra and Nagar Haveli,2025-09-14,3,2.0,0.6666666666666666,0.3333333333333333,0.0,14.0,24.0
Dadra and Nagar Haveli,2025-09-15,10,0.9444444444444443,0.9523809523809524,0.047619047619047616,0.0,27.0,417.0
Dadra and Nagar Haveli,2025-09-16,14,0.8285714285714286,0.9666666666666667,0.03333333333333333,0.0,95.0,454.0
Dadra and Nagar Haveli,2025-09-17,16,1.3939393939393938,0.9090909090909092,0.0909090909090909,0.0,0.0,390.0
Dadra and Nagar Haveli,2025-09-18,22,2.111111111111111,0.6111111111111112,0.3888888888888889,0.0,10.0,433.0
Dadra and Nagar Haveli,2025-09-19,19,1.5416666666666667,0.75,0.25,0.0,0.0,385.0
Dadra and Nagar Haveli,2025-09-20,9,3.0833333333333335,0.9375,0.0625,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-21,1,-0.875,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-22,14,1.6666666666666665,0.9166666666666666,0.08333333333333333,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-23,13,4.590909090909091,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-24,27,1.3222222222222222,0.8631578947368421,0.1368421052631579,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-25,8,0.5526315789473684,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-26,14,0.5888888888888889,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-27,1,-0.6666666666666667,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-09-29,3,0.25,0.5,0.5,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-10-13,13,2.013888888888889,0.7916666666666666,0.20833333333333334,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-10-15,15,2.5357142857142856,1.0,0.0,0.0,4.0,0.0
Dadra and Nagar Haveli,2025-10-16,9,8.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-10-17,10,3.5555555555555554,0.8888888888888888,0.1111111111111111,0.0,44.0,0.0
Dadra and Nagar Haveli,2025-10-18,8,-0.025925925925925946,0.9333333333333332,0.06666666666666667,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-10-19,1,0.0,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-10-20,1,0.0,1.0,0.0,0.0,2.0,0.0
Dadra and Nagar Haveli,2025-10-21,5,1.5,0.875,0.125,0.0,1.0,0.0
Dadra and Nagar Haveli,2025-10-24,6,1.625,1.0,0.0,0.0,41.0,0.0
Dadra and Nagar Haveli,2025-10-25,5,0.0,0.8,0.2,0.0,0.0,0.0
Dadra and Nagar Haveli,2025-10-26,4,-0.3,0.75,0.25,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-01,1,0.0,0.0,1.0,0.0,4.0,10.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-02,1,0.0,1.0,0.0,0.0,44.0,5.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-03,4,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,3.0,11.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-04,3,0.5,0.25,0.75,0.0,31.0,8.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-05,1,-0.5,0.0,0.0,1.0,3.0,6.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-06,1,0.0,1.0,0.0,0.0,12.0,3.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-08,3,0.25,1.0,0.0,0.0,3.0,8.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-09,7,0.5625,0.625,0.375,0.0,32.0,9.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-10,4,0.3333333333333333,1.0,0.0,0.0,33.0,4.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-11,7,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.0,9.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-12,5,-0.20833333333333334,0.5,0.25,0.25,0.0,10.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-13,1,0.0,1.0,0.0,0.0,1.0,6.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-14,1,0.0,1.0,0.0,0.0,9.0,5.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-15,3,0.25,1.0,0.0,0.0,28.0,12.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-16,2,0.0,1.0,0.0,0.0,25.0,10.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-17,1,0.0,1.0,0.0,0.0,13.0,8.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-18,2,0.0,0.5,0.0,0.5,10.0,8.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-19,5,0.6666666666666666,1.0,0.0,0.0,19.0,8.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-20,2,-0.33333333333333337,1.0,0.0,0.0,1.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-21,2,0.0,0.5,0.5,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-22,1,0.0,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-23,4,0.16666666666666666,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-24,6,0.3333333333333333,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-25,3,0.0,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-09-26,2,0.0,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-13,1,0.0,1.0,0.0,0.0,0.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-15,3,0.25,1.0,0.0,0.0,21.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-17,1,0.0,1.0,0.0,0.0,3.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-18,4,0.5,1.0,0.0,0.0,32.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2025-10-19,1,-0.5,1.0,0.0,0.0,1.0,0.0
Daman & Diu,2025-09-02,1,0.0,1.0,0.0,0.0,11.0,6.0
Daman & Diu,2025-09-04,1,0.0,1.0,0.0,0.0,4.0,12.0
Daman & Diu,2025-09-12,2,1.0,1.0,0.0,0.0,0.0,11.0
Daman & Diu,2025-09-16,1,-0.5,1.0,0.0,0.0,2.0,14.0
Daman & Diu,2025-09-18,1,0.0,1.0,0.0,0.0,12.0,15.0
Daman & Diu,2025-09-21,1,0.0,1.0,0.0,0.0,0.0,0.0
Daman & Diu,2025-09-24,1,0.0,1.0,0.0,0.0,0.0,0.0
Daman & Diu,2025-09-25,1,0.0,1.0,0.0,0.0,0.0,0.0
Daman & Diu,2025-10-13,2,0.0,1.0,0.0,0.0,0.0,0.0
Daman and Diu,2025-09-01,3,0.0,0.6666666666666666,0.3333333333333333,0.0,2.0,35.0
Daman and Diu,2025-09-02,1,-0.6666666666666667,1.0,0.0,0.0,2.0,24.0
Daman and Diu,2025-09-03,1,0.0,0.0,1.0,0.0,7.0,25.0
Daman and Diu,2025-09-08,1,0.0,1.0,0.0,0.0,11.0,30.0
Daman and Diu,2025-09-09,4,1.0,1.0,0.0,0.0,13.0,26.0
Daman and Diu,2025-09-11,2,-0.33333333333333337,1.0,0.0,0.0,0.0,46.0
Daman and Diu,2025-09-12,2,0.0,1.0,0.0,0.0,12.0,68.0
Daman and Diu,2025-09-13,2,0.0,1.0,0.0,0.0,0.0,47.0
Daman and Diu,2025-09-14,1,0.0,0.0,1.0,0.0,1.0,5.0
Daman and Diu,2025-09-15,1,0.0,1.0,0.0,0.0,14.0,68.0
Daman and Diu,2025-09-16,1,0.0,1.0,0.0,0.0,8.0,47.0
Daman and Diu,2025-09-17,2,1.0,1.0,0.0,0.0,3.0,75.0
Daman and Diu,2025-09-18,1,-0.5,1.0,0.0,0.0,5.0,66.0
Daman and Diu,2025-09-22,2,0.0,0.5,0.5,0.0,0.0,0.0
Daman and Diu,2025-09-24,2,0.0,1.0,0.0,0.0,0.0,0.0
Daman and Diu,2025-09-25,1,0.0,1.0,0.0,0.0,0.0,0.0
Daman and Diu,2025-09-26,2,0.0,1.0,0.0,0.0,0.0,0.0
Daman and Diu,2025-10-13,3,0.5,0.5,0.5,0.0,3.0,0.0
Daman and Diu,2025-10-15,2,-0.25,1.0,0.0,0.0,1.0,0.0
Daman and Diu,2025-10-16,1,0.0,1.0,0.0,0.0,1.0,0.0
Daman and Diu,2025-10-17,1,0.0,1.0,0.0,0.0,3.0,0.0
Daman and Diu,2025-10-18,3,0.5,1.0,0.0,0.0,8.0,0.0
Daman and Diu,2025-10-21,1,-0.5,1.0,0.0,0.0,0.0,0.0
Daman and Diu,2025-10-24,1,0.0,1.0,0.0,0.0,0.0,0.0
Daman and Diu,2025-10-25,1,0.0,1.0,0.0,0.0,0.0,0.0
Delhi,2025-03-09,232,2.2181818181818183,0.5263482280431433,0.21864406779661016,0.25500770416024654,0.0,0.0
Delhi,2025-03-15,136,-0.39057389235801365,0.44956140350877194,0.3486842105263158,0.20175438596491227,0.0,0.0
Delhi,2025-04-01,5930,0.9790410381849375,0.6735267864608814,0.2610992186165609,0.0653739949225577,131650.0,273966.0
Delhi,2025-05-01,5581,0.678997786412958,0.6325385992391299,0.2914081481763393,0.07605325258453073,42953.0,187658.0
Delhi,2025-06-01,8161,0.6589538146397792,0.6351083326167335,0.28761620825064516,0.07727545913262134,47431.0,136102.0
Delhi,2025-07-01,18784,1.1435305466571906,0.6410283811706313,0.2768579972669042,0.08211362156246446,95586.0,172708.0
Delhi,2025-09-01,892,1.8185374235182719,0.6454065991246722,0.30467720262475,0.04991619825057773,2192.0,6250.0
Delhi,2025-09-02,859,2.265839426872873,0.7337437395939443,0.22780716202749435,0.03844909837856121,1876.0,3848.0
Delhi,2025-09-03,779,1.4807039228374264,0.7277135124570998,0.23735895505591845,0.0349275324869818,1291.0,4681.0
Delhi,2025-09-04,922,1.2285367223013235,0.7585338422145992,0.22893690365950797,0.01252925412589278,2340.0,6468.0
Delhi,2025-09-05,239,1.1518772104801516,0.7979839006309594,0.20201609936904055,0.0,1137.0,1455.0
Delhi,2025-09-06,1056,2.1618553409186076,0.7137841997074347,0.23501690504807135,0.05119889524449402,1947.0,6813.0
Delhi,2025-09-07,259,1.1802711993888464,0.7723718275188863,0.22762817248111367,0.0,956.0,1362.0
Delhi,2025-09-08,984,1.2803032728204136,0.7318835822483164,0.19725464003377652,0.07086177771790715,1862.0,6076.0
Delhi,2025-09-09,943,1.4799625157592253,0.7750556876687221,0.2040901494656207,0.020854162865657118,2075.0,6165.0
Delhi,2025-09-10,936,1.6314787424475246,0.7860448221204657,0.18158257971746244,0.032372598162071844,1835.0,6327.0
Delhi,2025-09-11,854,1.30204076574945,0.7276746864128442,0.250214207722022,0.022111105865133793,1048.0,6378.0
Delhi,2025-09-12,867,1.652256592726327,0.7581488708483964,0.22074001804049243,0.021111111111111112,1373.0,6372.0
Delhi,2025-09-13,842,1.8068438222101415,0.758852114609699,0.23647935131000222,0.004668534080298786,642.0,5147.0
Delhi,2025-09-14,253,1.3694259373524078,0.7656410588322353,0.2343589411677647,0.0,663.0,1650.0
